03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	35.995.303
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	35.020.312
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	33.445.990
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	31.937.556
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	30.778.288
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	29.906.560
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	30.134.272
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	31.503.386
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	32.611.594
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	33.091.794
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	35.216.241
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	34.433.985
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	32.714.857
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	30.377.724
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	27.957.771
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	25.728.169
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	23.913.647
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	22.371.610
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	20.317.402
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	34.013.530
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	37.366.493
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	35.995.303
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	35.020.312
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	33.445.990
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	31.937.556
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	30.778.288
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	29.906.560
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	30.134.272
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	31.503.386
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	32.611.594
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	33.091.794
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	35.216.241
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	34.433.985
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	32.714.857
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	30.377.724
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	27.957.771
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	25.728.169
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	23.913.647
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	22.371.610
03 Alicante/Alacant	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	20.317.402
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	14.588.362
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	15.813.933
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	15.173.666
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	15.009.737
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	14.037.677
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	12.903.410
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	12.004.556
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	11.491.843
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	11.666.993
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	11.800.730
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	12.635.686
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	12.881.040
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	13.888.028
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	13.559.285
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	12.535.103
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	11.721.851
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	10.639.753
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	10.031.220
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	9.360.291
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	8.560.371
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	7.984.313
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	14.588.362
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	15.813.933
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	15.173.666
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	15.009.737
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	14.037.677
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	12.903.410
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	12.004.556
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	11.491.843
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	11.666.993
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	11.800.730
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	12.635.686
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	12.881.040
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	13.888.028
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	13.559.285
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	12.535.103
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	11.721.851
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	10.639.753
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	10.031.220
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	9.360.291
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	8.560.371
04 Almería	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	7.984.313
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	11.734.408
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	12.813.401
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	12.740.333
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	12.354.793
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	11.970.190
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	11.301.692
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	11.038.764
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	10.729.704
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	10.623.517
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	10.917.729
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	10.825.097
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	10.864.494
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	11.715.925
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	11.128.364
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	10.251.361
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	9.231.132
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	8.464.313
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	7.863.155
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	7.411.346
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	6.832.077
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	6.286.390
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	11.734.408
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	12.813.401
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	12.740.333
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	12.354.793
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	11.970.190
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	11.301.692
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	11.038.764
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	10.729.704
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	10.623.517
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	10.917.729
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	10.825.097
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	10.864.494
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	11.715.925
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	11.128.364
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	10.251.361
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	9.231.132
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	8.464.313
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	7.863.155
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	7.411.346
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	6.832.077
01 Araba/Álava	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	6.286.390
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	21.270.976
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	23.711.269
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	23.225.369
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	22.595.763
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	21.692.554
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	21.389.062
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	20.679.373
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	20.768.558
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	21.363.404
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	22.375.426
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	22.733.586
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	22.541.896
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	23.844.408
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	23.105.938
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	21.562.413
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	19.843.031
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	18.299.196
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	17.208.849
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	16.299.205
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	15.409.649
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	14.305.047
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	21.270.976
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	23.711.269
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	23.225.369
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	22.595.763
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	21.692.554
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	21.389.062
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	20.679.373
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	20.768.558
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	21.363.404
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	22.375.426
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	22.733.586
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	22.541.896
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	23.844.408
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	23.105.938
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	21.562.413
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	19.843.031
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	18.299.196
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	17.208.849
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	16.299.205
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	15.409.649
33 Asturias	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	14.305.047
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	3.090.427
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	3.321.394
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	3.217.007
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	3.110.713
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	3.022.217
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	3.012.578
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	2.966.258
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	2.977.695
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	3.068.221
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	3.135.202
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	3.140.776
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	3.156.164
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	3.248.278
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	3.161.753
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	2.869.674
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	2.643.416
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	2.540.352
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	2.338.185
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	2.227.773
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	2.154.324
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	2.078.151
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	3.090.427
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	3.321.394
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	3.217.007
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	3.110.713
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	3.022.217
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	3.012.578
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	2.966.258
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	2.977.695
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	3.068.221
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	3.135.202
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	3.140.776
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	3.156.164
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	3.248.278
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	3.161.753
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	2.869.674
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	2.643.416
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	2.540.352
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	2.338.185
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	2.227.773
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	2.154.324
05 Ávila	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	2.078.151
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	11.670.071
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	12.490.571
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	12.331.184
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	12.078.420
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	11.488.018
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	11.153.874
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	10.543.784
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	10.598.092
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	10.569.565
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	11.151.848
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	11.351.982
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	11.286.224
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	11.571.549
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	10.996.500
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	10.134.935
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	9.530.326
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	8.526.388
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	8.130.540
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	7.570.271
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	7.113.012
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	6.656.296
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	11.670.071
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	12.490.571
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	12.331.184
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	12.078.420
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	11.488.018
06 Badajoz	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	11.153.874
